instant,season_1,season_2,season_3,season_4,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weathersit_1,weathersit_2,weathersit_3,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,temp,atemp,hum,windspeed,holiday,workingday,yr,cnt
139,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5877645954091065,0.5666283027209349,0.8530416452442159,0.17692512420339035,0,1,0,4575
140,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5950340457992819,0.5906495233034719,0.7399311053984575,0.21155920789376742,0,1,0,4917
141,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6770651955312693,0.6470048819521088,0.6443876606683804,0.2025646538972724,0,0,0,5805
142,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.6791423593640464,0.6503192853384971,0.7707794344473007,0.258964609944971,0,0,0,4660
143,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.7134087093348764,0.6710536678697405,0.8329048843187661,0.4359159158663891,0,1,0,4274
144,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.7487130181975502,0.6901091902302153,0.761782005141388,0.38076938379986613,0,1,0,4492
145,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7497509770893938,0.7041924511936054,0.7159383033419023,0.271797774883816,0,1,0,4978
146,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.8089383088571911,0.7555768610801622,0.6966580976863753,0.36541081692526445,0,1,0,4677
147,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7757111638272947,0.7323694742004215,0.6722365038560412,0.45001075099681226,0,1,0,4679
148,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.743520731640152,0.7000405866743395,0.7502138817480719,0.42818509361407286,0,0,0,4758
149,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.7580583863714129,0.7042029522736415,0.8419023136246786,0.39488277290369483,0,0,0,4788
150,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8400895361034002,0.7771093256941477,0.7043701799485861,0.2243655726488044,1,0,0,4098
151,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8920086635301119,0.8483735927240117,0.6546704370179948,0.183348922106915,0,1,0,3982
152,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.8785102137397847,0.8425769965440947,0.6962293059125964,0.38076938379986613,0,1,0,3974
153,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.8172457181392101,0.7414712853216954,0.31362467866323906,0.5564033576094896,0,1,0,4968
154,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6988710546036155,0.6669018033504747,0.36418200514138815,0.47566058845369746,0,1,0,5312
155,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7175617909513411,0.6768292618895854,0.4691516709511568,0.2077020429780117,0,0,0,5342
156,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.7341753634662893,0.7058489965692972,0.6709511568123393,0.2397591859176167,0,0,0,4906
157,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.7715568361617401,0.7124830538820919,0.6169665809768637,0.20513334843764208,0,1,0,4548
158,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8079003499653474,0.7572334064558541,0.6148246786632391,0.34101440344955475,0,1,0,4833
159,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8930466224219555,0.850862348692563,0.6396740359897172,0.2358937747914585,0,1,0,4401
160,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.9335432178420273,0.8906351893292226,0.5844041131105397,0.2628300210711291,0,1,0,3915
161,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8670876817331447,0.8193761728393766,0.6221079691516709,0.24359779685996674,0,1,0,4586
162,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8297062090376938,0.7862268884354757,0.673093059125964,0.27306975283839713,0,0,0,4966
163,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.789209613617622,0.7406613895239126,0.769066323907455,0.29104030685798155,0,0,0,4460
164,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.7175617909513411,0.6859625762509675,0.5085686375321337,0.5833334192313585,0,1,0,5020
165,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.6791423593640464,0.6726944616253783,0.5214221079691516,0.5089794015848805,0,1,0,4891
166,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7071784638856345,0.6677169496882754,0.4850046272493573,0.2999977529076653,0,1,0,5180
167,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7092543816693221,0.6776824746425171,0.7077974293059125,0.3794891596348826,0,1,0,3767
168,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7352145684072229,0.684294217160235,0.7566406169665809,0.2487001395464955,0,1,0,4844
169,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7944019001750201,0.7414870369417496,0.6893748071979434,0.20000420556730525,0,0,0,5119
170,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.797517022899641,0.7439705423702829,0.685518766066838,0.16411669789575264,0,0,0,4744
171,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.7175617909513411,0.6776824746425171,0.7673521850899743,0.2743582232137832,0,1,0,4010
172,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.7746719588863611,0.7332069353332992,0.7922025706940874,0.3064153661533882,0,1,0,4835
173,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8400895361034002,0.8069547077916964,0.7275064267352185,0.3089655067203523,0,1,0,4507
174,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.8338592906541583,0.8069599583317145,0.7232215938303341,0.4461453398706541,0,1,0,4790
175,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8286682501458501,0.7580643044137091,0.589545501285347,0.41155454878489,0,1,0,4991
176,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7923247363422428,0.7406456379038585,0.49700051413881746,0.3858799726967974,0,0,0,5202
177,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.7736339999945174,0.7331846205382224,0.5278488431876607,0.14872370309272062,0,0,0,5305
178,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.7767491227191383,0.7323642236604035,0.6769491002570693,0.17563665382800428,0,1,0,4708
179,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8535892319428173,0.8052863487009639,0.6520997429305913,0.2512853265076701,0,1,0,4648
180,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8338592906541583,0.7555768610801622,0.5119969151670951,0.49359609607907134,0,1,0,5225
181,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7944019001750201,0.7323694742004215,0.44644421593830336,0.335868768158413,0,1,0,5515
182,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8265910863130729,0.7522611450587694,0.4074550128534704,0.16537012187692818,0,1,0,5362
183,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.846319781552642,0.7721423148370811,0.4571547557840617,0.19104469796502077,0,0,0,5119
184,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.8193228819719874,0.7738054233877956,0.7017994858611825,0.42564113770491063,0,0,0,4649
185,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.8317833728704709,0.7696601220435523,0.6559557840616966,0.12181198928899728,1,0,0,6043
186,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8567043546674382,0.8102481090180126,0.6071125964010282,0.21412584088153636,0,1,0,4665
187,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8234759635884519,0.7961963512947308,0.7643526992287918,0.2628300210711291,0,1,0,4629
188,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.8608574362839028,0.7978213934303143,0.6696658097686375,0.2820375066510841,0,1,0,4592
189,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8099775137981245,0.7763099309764009,0.7793491002570693,0.41795360805720727,0,1,0,4040
190,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8400895361034002,0.7680075145728739,0.6263928020565552,0.2999977529076653,0,0,0,5336
191,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.857742313559282,0.8019614442345395,0.5946868894601542,0.3320734498206758,0,0,0,4881
192,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8764330499070073,0.8541767520789514,0.6538128534704369,0.5358909092333437,0,1,0,4086
193,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.9158916864352354,0.8666087182066676,0.5749789203084832,0.3666724871168424,0,1,0,4258
194,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8567043546674382,0.8011462978967387,0.6495290488431876,0.2550991988188128,0,1,0,4342
195,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7746719588863611,0.7298702171518341,0.48971722365038556,0.44998601236560487,0,1,0,5084
196,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7528660998140146,0.715781705648426,0.6079691516709512,0.33075817926148177,0,1,0,5538
197,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7819414092765364,0.734016831131082,0.6015424164524421,0.3833463245506382,0,0,0,5923
198,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.8224380046966082,0.7754567182234694,0.6212514138817481,0.45898675101990166,0,0,0,5302
199,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8567043546674382,0.8202070707972315,0.6696658097686375,0.3987296300564474,0,1,0,4458
200,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8940858273628891,0.8773775757836694,0.6688092544987146,0.22307710227341837,0,1,0,4541
201,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8837012542480929,0.8765519283658325,0.7270776349614396,0.1884780649772518,0,1,0,4332
202,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.9418506271240463,0.9809339765594891,0.7107969151670951,0.4115463025744875,0,1,0,3784
203,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.983385181435962,1.0,0.5968298200514138,0.2282309837749626,0,1,0,3387
204,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9844243863768956,0.9519457451198856,0.5141388174807198,0.22435732643840195,0,0,0,3285
205,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.9605413634717719,0.939530843247228,0.5664092544987146,0.30259324763184303,0,0,0,3606
206,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8525500270018838,0.842565182829054,0.7784915167095114,0.14104441965541975,0,1,0,3840
207,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8878555819136473,0.8110895080559036,0.5561264781491002,0.3666807333272449,0,1,0,4590
208,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8920086635301119,0.8028041559074351,0.4143105398457584,0.33205695739987096,0,1,0,4656
209,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.8972009500875101,0.8674291150844865,0.5998282776349614,0.32178217923839236,0,1,0,4390
210,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.9709246905374782,0.9278982718372586,0.5578406169665809,0.3128329793991111,0,1,0,3846
211,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9283521773337191,0.8525136435282369,0.47900565552699226,0.3012862232830514,0,0,0,4475
212,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.9304280951174064,0.8541662509989153,0.4944298200514139,0.29360900139835117,0,0,0,4302
213,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8878555819136473,0.8193761728393766,0.5664092544987146,0.2769186715437504,0,1,0,4266
214,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.9023919905958182,0.8243366205214206,0.5051413881748071,0.378208935469899,0,1,0,4845
215,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.8380136183197128,0.7887195823090406,0.6760925449871464,0.23334981888229622,0,1,0,3574
216,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.8110154726899682,0.7688344746257154,0.7789203084832904,0.36027342784452515,0,1,0,4576
217,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.812053431581812,0.7580433022536368,0.6486714652956298,0.3345988517564325,0,1,0,4866
218,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.8193228819719874,0.7837538840869784,0.7763496143958869,0.42438771372373507,0,0,0,4294
219,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.8515120681100402,0.8351277928934993,0.7742077120822622,0.369214381473404,0,0,0,3785
220,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8795481726316283,0.819364359124336,0.608825706940874,0.35001720365645217,0,1,0,4326
221,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8920086635301119,0.8467170473483199,0.5865470437017994,0.2653822231906938,0,1,0,4602
222,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8816253364644054,0.795343138541799,0.4361614395886889,0.3666807333272449,0,1,0,4780
223,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.8203608408638311,0.7514197460208784,0.43573264781491,0.29357395500414063,0,1,0,4792
224,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8089383088571911,0.7547288988672486,0.42673521850899737,0.21281263187494293,0,1,0,4905
225,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.7809022043356029,0.743986293990337,0.7502138817480719,0.38976187624376046,0,0,0,4150
226,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.7694809183780528,0.7158040204435028,0.8406169665809768,0.41280797276606557,0,0,0,3820
227,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.7559812225386356,0.7050128480714242,0.7322190231362468,0.38460799474221624,0,1,0,4338
228,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.7995929406833284,0.7439587286552423,0.5946868894601542,0.4410429971841253,0,1,0,4725
229,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8276290452049165,0.771306166339208,0.5916884318766066,0.2500154101056897,0,1,0,4694
230,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.8130926365227455,0.7655135080643045,0.673093059125964,0.4346088915175975,0,1,0,3805
231,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.7798642454437593,0.7273985254383414,0.743359383033419,0.24102910231959712,0,1,0,4153
232,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7954398590668638,0.74810534263449,0.6932308483290488,0.16920254816147648,0,0,0,5191
233,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.812053431581812,0.7829282366691416,0.7917737789203084,0.4666577882468,0,0,0,3873
234,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.7881716547257783,0.7340050174160413,0.48329048843187655,0.5243730148536927,0,1,0,4758
235,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.7248299952924265,0.6917552345258711,0.46829511568123394,0.25639797695720196,0,1,0,5895
236,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7653265907124983,0.7240788715119351,0.6221079691516709,0.4756337882698894,0,1,0,5130
237,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7788262865519154,0.743981043450319,0.7934879177377892,0.3884816520787769,0,1,0,3542
238,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7985549817914847,0.7621991046779162,0.7827763496143958,0.1269314428621112,0,1,0,4661
239,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.7736339999945174,0.7304635281738727,0.8740359897172236,0.7281925358189613,0,0,0,1115
240,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.8073508423167243,0.746744140134813,0.5776503856041131,0.5819088863843317,0,0,0,4334
241,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.7196389547841182,0.6942374273193999,0.5702652956298201,0.2833259770264701,0,1,0,4634
242,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.7227540775087392,0.6768397629696215,0.563838560411311,0.21154890013076427,0,1,0,5204
243,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7445599365810855,0.6983892918386657,0.6148246786632391,0.12563431396580257,0,1,0,5058
244,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7424827727483083,0.7033773048558045,0.6572411311053985,0.24615824518993396,0,1,0,5115
245,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.7279451180170475,0.6901026270551927,0.7476431876606684,0.2423093264845807,0,1,0,4727
246,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.76013555020419,0.7273880243583053,0.7369326478149101,0.335895568342221,0,0,0,4484
247,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.8099775137981245,0.7696758736636065,0.76306735218509,0.3794809134244801,0,0,0,4940
248,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.7653265907124983,0.7174553152791766,0.8127681233933162,0.3923223245737276,1,0,0,3351
249,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5991871274157465,0.5724800295710414,0.9120380462724935,0.6628949187469967,0,1,0,2710
250,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6729121139148047,0.6105845111169683,0.9430159383033418,0.15385181518675708,0,1,0,1996
251,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.716207335590676,0.6251967639871762,0.966133676092545,0.3511984732966061,0,1,0,1842
252,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.7362525272990665,0.6561552605685494,0.9233079691516709,0.21025218354497577,0,1,0,3544
253,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7487130181975502,0.6942426778594178,0.775064267352185,0.27050930450842997,0,0,0,5345
254,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.740405608915531,0.6959057864101323,0.7339331619537275,0.19102820554421585,0,0,0,5046
255,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.7292098578432434,0.6865873905131143,0.7117470437017994,0.13713715901146906,0,1,0,4713
256,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.7372904861909102,0.6884565827595369,0.7326478149100257,0.24617473761073888,0,1,0,4763
257,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7653265907124983,0.7191013595748323,0.7167948586118251,0.2987360827160873,0,1,0,4785
258,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6459139682850602,0.6229784108295539,0.7292205655526992,0.5128200740798312,0,1,0,3659
259,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5109257322345174,0.5019587139537302,0.6071125964010282,0.292310223259962,0,1,0,4760
260,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5389618367561055,0.5243220765255707,0.7386457583547558,0.344863322154908,0,0,0,4511
261,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5586905319956746,0.540106512454806,0.7146529562982005,0.3217904254487949,0,0,0,4274
262,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.6106096594223864,0.5914804212613268,0.7095115681233932,0.26666244735567746,0,1,0,4539
263,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.626185273045491,0.5948171394427918,0.9061696658097685,0.23205310229650772,0,1,0,3641
264,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.6677198273574064,0.6188593621854007,0.9254498714652956,0.1525806618532162,0,1,0,4352
265,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7092543816693221,0.6246743352553811,0.9275917737789202,0.21797475958688955,0,1,0,4795
266,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6853726048132883,0.5815700269772746,1.0,0.11539540681957478,0,1,0,2395
267,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6822574820886673,0.6370774234129981,0.8868894601542416,0.11542962859274503,0,0,0,5423
268,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.7165238320594974,0.6478738463250945,0.8688946015424164,0.05769770340978738,0,0,0,5010
269,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.7352145684072229,0.6694076235740846,0.8723218508997429,0.1820522055211265,0,1,0,4630
270,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.7196389547841182,0.6503521012136098,0.9104544987146529,0.19745406500034118,0,1,0,4120
271,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7175617909513411,0.6511829991714647,0.8727506426735218,0.2602448341099545,0,1,0,3907
272,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.694717972987151,0.6503350369585512,0.7189377892030848,0.3102457308853358,0,1,0,4839
273,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6293003957701119,0.6113720921196746,0.665809768637532,0.379497405845285,0,1,0,5202
274,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.43720074573545925,0.4381489011144797,0.775064267352185,0.5564219115828952,0,0,0,2429
275,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.3707452096265766,0.3494856570998327,0.8140534704370179,0.4115298101536826,0,0,0,2918
276,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.40501155959740653,0.4108237782255906,0.7823475578406169,0.1256600833733103,0,1,0,3570
277,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.5296164685822429,0.5169004382100699,0.730077120822622,0.3782171816803015,0,1,0,4456
278,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.5971099635829692,0.5881502662548843,0.666238560411311,0.3192485310922332,0,1,0,4826
